Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
30,Male,Italy,No,No,No,Sometimes, 1000+,No,No,Unknown,No,No,No,Yes,Very easy,No,No,Unknown,Unknown,No,No,Unknown,No
30,Male,Ireland,No,No,Yes,Sometimes, 26-100,Yes,Yes,No,No,Unknown,No,Don't know,Very difficult,Unknown,Unknown,Unknown,No,No,No,No,No
22,Male,India,Yes,No,No,Unknown, 1-5,Yes,Yes,Unknown,No,Unknown,Unknown,Don't know,Very easy,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,Yes,Yes
24,Male,Ireland,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,No,No,No,No,Unknown,No
26,Other,Netherlands,No,No,No,Never, 26-100,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No
43,Male,France,No,No,No,Unknown, 100-500,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
26,Male,Russia,No,No,No,Never, 26-100,No,Yes,No,Unknown,No,Unknown,Don't know,Somewhat difficult,No,No,Unknown,No,No,Maybe,Unknown,No
23,Male,United States,No,Yes,No,Sometimes, 6-25,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,Maybe,Unknown,No
26,Other,Canada,No,No,No,Unknown, 100-500,Yes,Yes,Yes,Unknown,Unknown,Yes,Don't know,Somewhat easy,No,No,Unknown,Unknown,No,No,Yes,No
26,Other,Israel,No,Yes,No,Never, 100-500,No,Yes,Unknown,No,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Yes,No
35,Male,Canada,No,Yes,No,Sometimes, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No
28,Male,United States,No,No,Yes,Sometimes, 26-100,Yes,No,Unknown,Unknown,No,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,Unknown,No
22,Male,India,No,No,No,Unknown, 26-100,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Yes,Maybe,Maybe,Unknown,No
29,Other,United States,No,Yes,Yes,Rarely, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,Yes,No,No,No,No,No,Unknown,No
29,Male,Germany,Yes,No,No,Unknown, 1-5,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
45,Male,United States,No,No,Yes,Often, 1-5,Yes,Yes,Yes,Unknown,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No
33,Male,Bulgaria,No,No,Yes,Rarely, 26-100,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,Yes
38,Male,United States,No,No,Yes,Sometimes, 1000+,No,No,Yes,Yes,Yes,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
19,Other,United States,No,Yes,Yes,Often, 26-100,No,No,Unknown,Unknown,No,No,Don't know,Somewhat difficult,Unknown,Unknown,No,No,No,Maybe,No,No
29,Other,Canada,No,No,Yes,Rarely, 1000+,Yes,No,Yes,Yes,Yes,Unknown,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,Unknown,No
21,Other,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Yes,Unknown,Unknown,No,No,No,Unknown,No
23,Other,India,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
33,Other,United States,No,Yes,Yes,Rarely, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Unknown,Yes,No,No,Yes,No
49,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Unknown,Yes,Yes,Yes,Somewhat easy,Unknown,Unknown,Unknown,Yes,No,No,Yes,No
28,Male,United States,No,No,No,Unknown, 26-100,Yes,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
27,Other,United Kingdom,No,No,Yes,Sometimes, 6-25,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
23,Male,Canada,No,No,Yes,Sometimes, 6-25,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
29,Other,Netherlands,No,No,No,Never, 1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
30,Other,Germany,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,No,Unknown,Yes,Somewhat easy,No,No,Unknown,No,Maybe,Maybe,Unknown,No
28,Other,Canada,No,No,No,Unknown, 1000+,No,Yes,Yes,Unknown,Unknown,Unknown,Don't know,Somewhat easy,No,No,Unknown,Yes,No,No,Unknown,No
32,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Yes,No,No,No,No,Yes,No,No
32,Male,United Kingdom,No,No,Yes,Sometimes, 26-100,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No
37,Male,France,No,No,No,Unknown, 100-500,No,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,No,Maybe,No,No
39,Other,United States,No,No,No,Unknown, 1000+,Yes,No,No,Yes,No,No,Don't know,Very difficult,Yes,Unknown,No,No,No,Maybe,No,No
31,Male,France,No,No,No,Unknown, 500-1000,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,No,No,No,Yes,No
29,Male,United States,No,No,No,Unknown, 6-25,No,Yes,No,No,No,Unknown,Don't know,Somewhat difficult,Unknown,Unknown,Unknown,No,No,No,Unknown,No
30,Other,United States,No,No,No,Unknown, 100-500,No,No,Yes,No,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Unknown,No
33,Other,United States,Yes,Yes,Yes,Rarely, 1-5,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes
37,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,No,Yes,Yes,No,No,Unknown,No
23,Male,United States,No,No,Yes,Often, 26-100,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Unknown,Yes,No,Maybe,Yes,No
43,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,No,Yes,Unknown,No,Yes,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No
32,Male,United Kingdom,No,No,Yes,Rarely, 100-500,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Yes,Yes,No,Maybe,No,Yes
26,Male,United States,No,No,No,Never, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Yes,Yes,Unknown,No,No,No,No,No
32,Male,United States,Yes,No,Yes,Sometimes, 1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Unknown,No
37,Other,United States,No,No,No,Unknown, 26-100,Yes,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Yes,No,Unknown,No,No,No,Unknown,No
29,Male,United States,No,No,Yes,Often, 26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
34,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Yes,No,Maybe,Unknown,No
27,Male,France,No,No,No,Unknown, 6-25,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Yes,Yes,No,No,Yes,No
30,Male,United States,No,Yes,No,Never, 100-500,No,Yes,Unknown,No,No,Unknown,Don't know,Very easy,No,No,Unknown,Yes,No,Maybe,Unknown,No
29,Male,United States,No,No,No,Never, 6-25,No,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,No,No,No,No
32,Male,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,Yes,Yes,Unknown,Unknown,Don't know,Very difficult,Yes,Unknown,Unknown,No,No,No,No,No
25,Male,Germany,No,No,No,Unknown, 500-1000,No,Yes,Yes,Yes,Unknown,Yes,Yes,Somewhat easy,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,No
37,Male,United States,Yes,No,No,Unknown, 6-25,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,Male,Netherlands,No,Yes,No,Unknown, 6-25,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,No
27,Other,United States,No,No,No,Unknown, 26-100,No,Yes,Yes,Unknown,No,Unknown,Don't know,Unknown,No,No,Yes,Yes,No,No,Unknown,No
33,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
30,Male,Canada,No,Yes,Yes,Sometimes, 1000+,No,No,Unknown,No,No,No,No,Very difficult,Yes,No,Unknown,No,No,Yes,No,Yes
29,Male,Canada,No,No,No,Unknown, 1-5,Yes,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Unknown,Unknown,Yes,Yes,No,Maybe,Unknown,No
25,Male,United States,No,Yes,Yes,Never, 6-25,Yes,Yes,Unknown,No,Yes,Unknown,Don't know,Unknown,Yes,No,Unknown,Yes,No,No,No,No
33,Male,United States,No,Yes,Yes,Sometimes, 1-5,No,No,No,Yes,No,No,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Unknown,No
31,Male,South Africa,No,No,No,Never, 100-500,Yes,Yes,No,No,No,No,No,Unknown,No,No,Unknown,Unknown,No,Maybe,No,No
21,Male,Germany,No,No,No,Rarely, 6-25,Yes,Yes,Unknown,No,No,No,Don't know,Very easy,Unknown,Unknown,Unknown,Unknown,No,Maybe,No,No
30,Male,Switzerland,No,Yes,Yes,Sometimes, 26-100,No,Yes,Unknown,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
29,Male,United States,No,No,No,Unknown, 1000+,No,No,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Yes,Yes,No,No,No,No
43,Male,Croatia,Yes,No,Yes,Sometimes, 1-5,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes
37,Other,United Kingdom,No,No,Yes,Often, 6-25,No,Yes,No,No,No,No,Don't know,Unknown,Yes,No,Yes,Yes,Maybe,Yes,No,No
24,Male,France,No,No,No,Unknown, 26-100,No,Yes,No,No,Yes,No,Don't know,Unknown,Unknown,No,Yes,Unknown,No,No,Unknown,No
29,Male,United States,No,No,No,Unknown, 6-25,Yes,Yes,Unknown,Unknown,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Unknown,No
31,Male,United States,No,No,No,Unknown, 26-100,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,No,No,Yes,Yes,No,No,Unknown,No
33,Male,United Kingdom,Yes,No,No,Never, 100-500,No,No,No,Unknown,No,No,Don't know,Very easy,No,No,Yes,Unknown,No,Yes,No,No
43,Male,United States,No,No,No,Unknown, 1000+,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,No,No,Unknown,Yes,No,Maybe,Unknown,No
33,Male,United Kingdom,No,No,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
27,Male,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,No,No,No,Yes,Yes,Unknown,Unknown,No,Yes,Unknown,No,Yes,Yes,No
36,Male,United States,No,Yes,Yes,Sometimes, 1000+,Yes,No,Unknown,No,Unknown,Unknown,Don't know,Unknown,Yes,Unknown,No,No,No,Maybe,Unknown,No
37,Male,Australia,No,Yes,Yes,Sometimes, 26-100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,Yes
32,Male,Belgium,No,No,No,Unknown, 6-25,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,Unknown,No,No,No,No,No,No
39,Male,United Kingdom,No,No,Yes,Sometimes, 100-500,No,Yes,No,No,No,No,Don't know,Very easy,No,No,No,Unknown,No,Yes,Yes,No
31,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,No,Unknown,Don't know,Somewhat easy,Unknown,No,Unknown,Yes,Maybe,Yes,Unknown,No
36,Male,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,Yes,Yes,No,No,Don't know,Very difficult,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,Unknown,No
30,Male,United States,Yes,No,Yes,Sometimes, 26-100,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,No,Yes,Unknown,No
28,Male,Canada,No,No,No,Unknown, 6-25,No,Yes,Yes,Unknown,No,Unknown,Yes,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
32,Male,Italy,No,No,No,Unknown, 6-25,No,Yes,No,No,No,No,No,Somewhat difficult,Unknown,No,Unknown,No,Maybe,Maybe,No,No
35,Male,United States,No,Yes,Yes,Rarely, 6-25,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
19,Male,Canada,No,No,Yes,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat difficult,No,No,Unknown,Yes,No,Yes,Unknown,No
33,Other,Norway,No,Yes,No,Unknown, 26-100,No,Yes,Yes,Yes,No,No,Don't know,Very easy,No,No,Unknown,Yes,No,No,Unknown,No
42,Male,Germany,No,No,No,Unknown, 1000+,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Very easy,No,No,Unknown,No,No,Maybe,Yes,No
37,Male,United States,No,Yes,Yes,Sometimes, 100-500,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,No,Unknown,No
40,Male,Thailand,Yes,No,No,Never, 6-25,No,Yes,No,No,No,No,Yes,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
36,Other,United States,No,No,No,Never, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,Yes,No,No,Yes,No
29,Other,United States,No,Yes,Yes,Sometimes, 26-100,Yes,No,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Yes,No,Maybe,Unknown,No
38,Other,United States,No,Yes,Yes,Sometimes, 26-100,No,No,Yes,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,No,Unknown,No
26,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Yes,No,Yes,Unknown,Don't know,Somewhat difficult,Yes,Unknown,No,No,No,Maybe,No,No
34,Male,Germany,No,No,No,Rarely, 26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,Unknown,Unknown,No,Unknown,Maybe,Maybe,Yes,No
21,Male,United States,No,No,Yes,Often, 1000+,No,No,No,Yes,No,No,No,Unknown,Yes,No,Unknown,Unknown,No,Yes,No,Yes
31,Male,Canada,Yes,Yes,No,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No
37,Other,United States,No,Yes,Yes,Rarely, 26-100,No,No,Yes,Yes,Yes,Yes,Don't know,Unknown,Unknown,Unknown,Yes,Unknown,No,Maybe,Yes,No
37,Male,Ireland,No,Yes,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
38,Male,Ireland,No,Yes,Yes,Sometimes, 1-5,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No
27,Other,United States,No,No,Yes,Sometimes, 100-500,No,Yes,Unknown,Unknown,Yes,Unknown,Don't know,Somewhat easy,Yes,No,Unknown,No,No,Maybe,No,No
39,Male,Netherlands,Yes,No,No,Unknown, 6-25,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
33,Other,United States,Yes,Yes,Yes,Sometimes, 1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Unknown,Yes,Unknown,No,No,No,No,No
27,Male,United Kingdom,No,No,No,Never, 26-100,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Somewhat easy,No,No,Unknown,No,Yes,Yes,Unknown,No
36,Other,United States,No,No,Yes,Never, 6-25,Yes,Yes,Yes,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No
28,Male,United Kingdom,No,No,No,Never, 26-100,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,Maybe,Yes,Unknown,No
39,Male,United Kingdom,No,No,Yes,Sometimes, 500-1000,No,No,Unknown,No,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
33,Male,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Unknown,Unknown,Yes,Yes,No,No,Yes,No
32,Male,United Kingdom,No,No,No,Unknown, 1000+,No,No,Unknown,Unknown,No,Unknown,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Yes,Unknown,No
28,Male,United Kingdom,No,No,No,Unknown, 1000+,No,No,Unknown,Unknown,No,Unknown,Don't know,Unknown,No,No,Unknown,Unknown,Yes,Yes,No,No
37,Male,United Kingdom,No,Yes,Yes,Rarely, 6-25,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Unknown,Yes,No,Maybe,No,Yes
39,Male,Canada,No,No,Yes,Sometimes, 100-500,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Unknown,Yes,No,Maybe,No,Yes
43,Other,United States,No,No,No,Sometimes, 6-25,Yes,Yes,Unknown,No,No,Unknown,Don't know,Unknown,Unknown,No,No,No,No,Maybe,No,No
32,Other,United Kingdom,No,No,Yes,Sometimes, 1000+,No,No,Unknown,No,Yes,Yes,Don't know,Unknown,No,No,Yes,Unknown,Yes,Yes,Yes,Yes
27,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Unknown,Unknown,No,Yes,Don't know,Unknown,Unknown,No,Unknown,Yes,No,No,Unknown,No
31,Other,United Kingdom,No,No,No,Unknown, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Yes,Yes,Maybe,Maybe,Unknown,No
43,Male,United Kingdom,No,No,Yes,Never, 26-100,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,Yes,Yes,Yes,Yes,Unknown,No
33,Male,United States,No,No,Yes,Sometimes, 6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,Unknown,No
34,Male,United Kingdom,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Very easy,No,No,Unknown,Yes,No,Maybe,Yes,No
33,Other,United States,Yes,No,No,Unknown, 1-5,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Yes,Yes,No,Maybe,Unknown,No
25,Male,United States,No,No,No,Unknown, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,No,No,Unknown,Yes,No,No,Unknown,No
25,Male,United States,No,Yes,Yes,Sometimes, 1000+,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,No,No,No,Yes
32,Male,United Kingdom,Yes,Yes,No,Unknown, 1-5,No,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,No,No
25,Male,United States,No,Yes,Yes,Sometimes, 26-100,No,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,Unknown,No
37,Male,Netherlands,No,No,No,Unknown, 100-500,Yes,No,Unknown,No,Unknown,Unknown,Don't know,Somewhat easy,Unknown,No,Yes,Yes,No,No,Unknown,No
39,Other,Switzerland,No,No,Yes,Never, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Unknown,Unknown,No,Maybe,Yes,No
29,Other,United Kingdom,No,No,No,Rarely, 100-500,No,Yes,Unknown,Unknown,No,No,Don't know,Somewhat easy,No,No,Unknown,Yes,No,Maybe,Unknown,Yes
33,Male,United States,No,No,Yes,Sometimes, 1000+,No,Yes,Yes,Yes,Unknown,Unknown,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
37,Other,United States,No,No,Yes,Often, 6-25,Yes,Yes,Unknown,Unknown,No,No,Yes,Somewhat difficult,Yes,No,Unknown,Unknown,No,Yes,No,Yes
35,Other,United States,No,No,Yes,Sometimes, 100-500,No,No,Yes,No,No,No,Yes,Very difficult,Yes,Unknown,No,Unknown,No,Yes,No,Yes
22,Other,United States,No,Yes,Yes,Sometimes, 1000+,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Very difficult,Yes,Unknown,Unknown,Unknown,No,Maybe,No,Yes
38,Male,United States,No,No,No,Never, 26-100,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Unknown,No,Unknown,Yes,No,Maybe,No,Yes
32,Other,United States,No,Yes,Yes,Often, 100-500,No,Yes,Yes,No,No,Unknown,Don't know,Unknown,Yes,No,Unknown,Yes,No,No,Unknown,No
28,Male,Brazil,No,No,No,Unknown, 26-100,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,Maybe,Yes,No,Yes
27,Male,Switzerland,No,Yes,No,Unknown, 26-100,No,Yes,No,No,No,No,Don't know,Unknown,Unknown,No,Unknown,Yes,No,Yes,No,No
35,Other,United States,No,No,Yes,Sometimes, 100-500,Yes,Yes,Unknown,No,Unknown,Unknown,Don't know,Very easy,Unknown,No,Unknown,No,No,Maybe,Yes,No
29,Male,United States,No,No,No,Never, 100-500,No,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,Unknown,Yes,Yes,No,Maybe,Unknown,No
23,Male,United States,No,Yes,Yes,Sometimes, 6-25,No,Yes,No,Yes,No,No,Don't know,Very easy,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
39,Other,United States,No,No,No,Unknown, 26-100,Yes,Yes,Yes,No,No,No,Don't know,Unknown,Yes,Unknown,No,No,No,No,Unknown,No
30,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Unknown,No,No,No,Yes,No
32,Other,United Kingdom,No,No,No,Unknown, 26-100,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Somewhat easy,Unknown,Unknown,Unknown,Unknown,Maybe,Maybe,Unknown,No
28,Other,United States,No,No,Yes,Sometimes, 26-100,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,Unknown,Unknown,Unknown,No,No,No,Yes
40,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,No,No,Unknown,Yes
36,Other,United States,No,Yes,No,Unknown, 6-25,No,Yes,Unknown,No,No,Unknown,Don't know,Unknown,No,No,No,Unknown,No,Maybe,Yes,No
27,Male,United States,No,No,No,Unknown, 26-100,Yes,Yes,Unknown,Unknown,No,Unknown,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
41,Male,United States,No,Yes,No,Sometimes, 1000+,No,Yes,Yes,Yes,No,Yes,Don't know,Unknown,Unknown,No,Unknown,Unknown,No,Maybe,No,No
29,Male,United Kingdom,No,No,No,Never, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
29,Other,United Kingdom,No,No,Yes,Sometimes, 100-500,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Unknown,Unknown,No,Maybe,No,No
35,Male,United States,No,No,Yes,Often, 1-5,No,No,No,No,No,No,Yes,Very difficult,Yes,No,Unknown,Unknown,No,Yes,No,Yes
28,Male,United States,No,No,Yes,Never, 6-25,Yes,Yes,No,Yes,No,No,Don't know,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,No
36,Other,United Kingdom,Yes,No,No,Sometimes, 1-5,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,Unknown,No,Unknown,No,No,No,Unknown,No
39,Other,United States,No,No,No,Sometimes, 26-100,No,Yes,Unknown,Unknown,No,Unknown,Don't know,Unknown,Yes,No,No,No,No,Yes,Unknown,No
39,Male,United States,No,Yes,Yes,Sometimes, 500-1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Unknown,No,Unknown,Yes,No,No,Unknown,No
44,Male,United States,Yes,Yes,Yes,Sometimes, 1-5,Yes,Yes,No,Yes,No,No,No,Very easy,Yes,Yes,Unknown,No,No,No,Yes,No
26,Other,Germany,Yes,No,Yes,Sometimes, 6-25,Yes,Yes,No,Unknown,Yes,Yes,Yes,Very easy,No,No,Unknown,Unknown,Maybe,Maybe,Yes,No
35,Male,Denmark,Yes,Yes,Yes,Often, 1-5,No,Yes,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Unknown,Unknown,Maybe,Yes,Yes,No
40,Other,United States,No,Yes,Yes,Sometimes, 100-500,No,No,Yes,Unknown,Yes,Unknown,Don't know,Unknown,Yes,Unknown,Unknown,No,No,No,Unknown,No
35,Male,Denmark,Yes,Yes,Yes,Often, 1-5,No,Yes,No,Yes,Yes,No,Don't know,Somewhat easy,No,No,Unknown,Unknown,Maybe,Yes,Yes,No
38,Other,United States,No,No,No,Never, 1000+,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Unknown,No
34,Male,United States,No,No,No,Unknown, 1000+,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,Yes,No
43,Other,United States,No,No,No,Unknown, 1000+,No,Yes,Yes,No,Yes,Yes,Don't know,Unknown,No,No,Unknown,Yes,No,Maybe,Unknown,No
48,Other,United States,No,Yes,No,Often, 26-100,No,Yes,Unknown,No,No,No,No,Very difficult,Yes,Yes,No,Unknown,No,No,No,Yes
20,Male,United States,No,No,No,Never, 26-100,No,Yes,Unknown,Unknown,Unknown,Unknown,Don't know,Unknown,No,No,Unknown,Yes,Maybe,Maybe,Yes,No
40,Other,United States,Yes,No,No,Sometimes, 1-5,Yes,Yes,Unknown,Unknown,No,No,Don't know,Somewhat easy,Yes,Unknown,Unknown,No,No,No,Unknown,No
29,Other,United Kingdom,No,No,Yes,Rarely, 6-25,No,Yes,Unknown,No,No,No,Don't know,Unknown,Unknown,No,Unknown,No,No,Maybe,Unknown,No
35,Male,United States,No,Yes,Yes,Sometimes, 1-5,No,No,No,Yes,No,No,Yes,Unknown,No,No,Unknown,Yes,No,No,Yes,No
29,Male,United States,No,Yes,No,Sometimes, 1000+,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,Unknown,No,Unknown,No,No,No,Yes,No
